InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,transaction_number
573365,172,BREAD BIN DINER STYLE IVORY,4,10/30/2011 13:13,14.95,606,Italy,4.0
573371,800,SET OF 72 PINK HEART PAPER DOILIES,12,10/30/2011 13:34,1.45,132,United Kingdom,20.0
573371,46,SMALL HEART MEASURING SPOONS,12,10/30/2011 13:34,0.85,132,United Kingdom,20.0
573371,1095,SET/3 RED GINGHAM ROSE STORAGE BOX,48,10/30/2011 13:34,3.39,132,United Kingdom,20.0
573371,1913,SET OF 3 HANGING OWLS OLLIE BEAK,12,10/30/2011 13:34,1.25,132,United Kingdom,20.0
573371,2186,SET 6 SCHOOL MILK BOTTLES IN CRATE,24,10/30/2011 13:34,3.39,132,United Kingdom,20.0
573371,1241,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,10/30/2011 13:34,0.85,132,United Kingdom,20.0
573371,273,SET/20 RED RETROSPOT PAPER NAPKINS ,12,10/30/2011 13:34,0.85,132,United Kingdom,20.0
573372,707,PARTY CONE CHRISTMAS DECORATION ,12,10/30/2011 13:36,0.85,53,United Kingdom,51.0
573372,864,LIPSTICK PEN FUSCHIA,100,10/30/2011 13:36,0.36,53,United Kingdom,51.0
573372,1420,BIRDCAGE DECORATION TEALIGHT HOLDER,12,10/30/2011 13:36,1.25,53,United Kingdom,51.0
573372,448,SET OF 6 T-LIGHTS SNOWMEN,6,10/30/2011 13:36,2.95,53,United Kingdom,51.0
573378,439,WOOD BLACK BOARD ANT WHITE FINISH,2,10/30/2011 13:53,7.95,133,United Kingdom,14.0
573378,2467,WIRE EGG BASKET ,2,10/30/2011 13:53,7.85,133,United Kingdom,14.0
573378,2293, TRELLIS COAT RACK,6,10/30/2011 13:53,4.95,133,United Kingdom,14.0
573378,55,ASSORTED COLOUR BIRD ORNAMENT,8,10/30/2011 13:53,1.69,133,United Kingdom,14.0
573378,240,NATURAL SLATE HEART CHALKBOARD ,6,10/30/2011 13:53,2.95,133,United Kingdom,14.0
573382,556,DOORMAT FAIRY CAKE,2,10/30/2011 14:15,8.25,136,United Kingdom,5.0
573382,65,HAND OVER THE CHOCOLATE   SIGN ,12,10/30/2011 14:15,2.1,136,United Kingdom,5.0
573382,655,COOK WITH WINE METAL SIGN ,12,10/30/2011 14:15,2.08,136,United Kingdom,5.0
573382,646,DOORMAT WELCOME PUPPIES,2,10/30/2011 14:15,8.25,136,United Kingdom,5.0
573382,927,METAL SIGN TAKE IT OR LEAVE IT ,6,10/30/2011 14:15,2.95,136,United Kingdom,5.0
573382,437,HEART OF WICKER SMALL,40,10/30/2011 14:15,1.45,136,United Kingdom,5.0
573382,2164,DECORATIVE WICKER HEART LARGE,12,10/30/2011 14:15,1.65,136,United Kingdom,5.0
573382,99,GINGHAM HEART DECORATION,12,10/30/2011 14:15,0.85,136,United Kingdom,5.0
573382,55,ASSORTED COLOUR BIRD ORNAMENT,8,10/30/2011 14:15,1.69,136,United Kingdom,5.0
573382,1739,DOORMAT KEEP CALM AND COME IN,2,10/30/2011 14:15,8.25,136,United Kingdom,5.0
573382,2269,METAL SIGN DROP YOUR PANTS,6,10/30/2011 14:15,2.89,136,United Kingdom,5.0
573382,75,HOT WATER BOTTLE TEA AND SYMPATHY,4,10/30/2011 14:15,4.25,136,United Kingdom,5.0
573382,389,CHOCOLATE HOT WATER BOTTLE,3,10/30/2011 14:15,4.95,136,United Kingdom,5.0
573382,431,HOT WATER BOTTLE I AM SO POORLY,4,10/30/2011 14:15,4.95,136,United Kingdom,5.0
573386,58,HAND WARMER UNION JACK,96,10/30/2011 14:27,1.85,665,United Kingdom,2.0
573386,550,DOORMAT UNION FLAG,4,10/30/2011 14:27,8.25,665,United Kingdom,2.0
573386,520,COSY HOUR CIGAR BOX MATCHES ,48,10/30/2011 14:27,1.25,665,United Kingdom,2.0
573386,389,CHOCOLATE HOT WATER BOTTLE,24,10/30/2011 14:27,4.25,665,United Kingdom,2.0
573386,451,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,10/30/2011 14:27,0.29,665,United Kingdom,2.0
573386,1907,YELLOW GIANT GARDEN THERMOMETER,2,10/30/2011 14:27,5.95,665,United Kingdom,2.0
573386,60,HAND WARMER OWL DESIGN,12,10/30/2011 14:27,2.1,665,United Kingdom,2.0
573386,2424,LANDMARK FRAME OXFORD STREET,3,10/30/2011 14:27,12.5,665,United Kingdom,2.0
573386,682,HANGING HEART JAR T-LIGHT HOLDER,12,10/30/2011 14:27,1.25,665,United Kingdom,2.0
573386,1872,PACK OF SIX LED TEA LIGHTS,6,10/30/2011 14:27,2.89,665,United Kingdom,2.0
573394,339,ZINC METAL HEART DECORATION,48,10/30/2011 15:10,1.25,93,United Kingdom,28.0
573394,55,ASSORTED COLOUR BIRD ORNAMENT,48,10/30/2011 15:10,1.69,93,United Kingdom,28.0
573394,1025,HEART IVORY TRELLIS SMALL,48,10/30/2011 15:10,1.25,93,United Kingdom,28.0
573394,437,HEART OF WICKER SMALL,40,10/30/2011 15:10,1.45,93,United Kingdom,28.0
573394,438,HEART OF WICKER LARGE,24,10/30/2011 15:10,2.95,93,United Kingdom,28.0
573394,1741,SINGLE ANTIQUE ROSE HOOK IVORY,24,10/30/2011 15:10,1.45,93,United Kingdom,28.0
573394,14,ANTIQUE GLASS DRESSING TABLE POT,16,10/30/2011 15:10,2.95,93,United Kingdom,28.0
573394,583,ANTIQUE GLASS PEDESTAL BOWL,12,10/30/2011 15:10,3.75,93,United Kingdom,28.0
573402,2169,6 GIFT TAGS VINTAGE CHRISTMAS ,12,10/30/2011 15:44,0.83,638,France,2.0
573402,2477,SET OF 6 FUNKY BEAKERS,6,10/30/2011 15:44,2.95,638,France,2.0
573402,2412,EGG CUP MILKMAID HEIDI,12,10/30/2011 15:44,1.25,638,France,2.0
573402,2413,EGG CUP MILKMAID INGRID,12,10/30/2011 15:44,1.25,638,France,2.0
573402,1213,NOVELTY BISCUITS CAKE STAND 3 TIER,2,10/30/2011 15:44,9.95,638,France,2.0
573402,80,RED RETROSPOT OVEN GLOVE ,10,10/30/2011 15:44,1.25,638,France,2.0
573402,421,PACK OF 60 MUSHROOM CAKE CASES,24,10/30/2011 15:44,0.55,638,France,2.0
573402,70,PACK OF 72 RETROSPOT CAKE CASES,24,10/30/2011 15:44,0.55,638,France,2.0
573402,801,60 CAKE CASES DOLLY GIRL DESIGN,24,10/30/2011 15:44,0.55,638,France,2.0
573402,1948,SET OF 60 PANTRY DESIGN CAKE CASES ,24,10/30/2011 15:44,0.55,638,France,2.0
573402,1915,SET OF 60 I LOVE LONDON CAKE CASES ,24,10/30/2011 15:44,0.55,638,France,2.0
573402,69,60 TEATIME FAIRY CAKE CASES,24,10/30/2011 15:44,0.55,638,France,2.0
573402,2284,WOODLAND BUNNIES LOLLY MAKERS,6,10/30/2011 15:44,2.08,638,France,2.0
573402,2434,MINI LIGHTS WOODLAND MUSHROOMS,4,10/30/2011 15:44,3.75,638,France,2.0
573412,2453,TRADITIONAL PICK UP STICKS GAME ,12,10/30/2011 16:11,1.25,632,United Kingdom,2.0
573412,2443,TRADITIONAL NAUGHTS & CROSSES,12,10/30/2011 16:11,1.65,632,United Kingdom,2.0
573412,2442,TRADTIONAL ALPHABET STAMP SET,4,10/30/2011 16:11,4.95,632,United Kingdom,2.0
573421,2478,EGG FRYING PAN BLUE ,6,10/31/2011 9:50,2.08,646,United Kingdom,2.0
573421,2021,EGG FRYING PAN RED ,12,10/31/2011 9:50,2.08,646,United Kingdom,2.0
573421,2303,EGG FRYING PAN PINK ,6,10/31/2011 9:50,2.08,646,United Kingdom,2.0
573421,1828,REGENCY TEAPOT ROSES ,12,10/31/2011 9:50,8.15,646,United Kingdom,2.0
573421,1759,REGENCY CAKE FORK,24,10/31/2011 9:50,1.25,646,United Kingdom,2.0
573421,101,REGENCY CAKESTAND 3 TIER,16,10/31/2011 9:50,10.95,646,United Kingdom,2.0
573421,809,POPCORN HOLDER,100,10/31/2011 9:50,0.72,646,United Kingdom,2.0
573421,218,EDWARDIAN PARASOL RED,60,10/31/2011 9:50,4.95,646,United Kingdom,2.0
573421,40,BLACK/BLUE POLKADOT UMBRELLA,48,10/31/2011 9:50,4.95,646,United Kingdom,2.0
573421,902,EDWARDIAN PARASOL BLACK,60,10/31/2011 9:50,4.95,646,United Kingdom,2.0
573421,327,PACK 3 BOXES BIRD PANNETONE ,12,10/31/2011 9:50,1.95,646,United Kingdom,2.0
573421,1939,BISCUIT TIN 50'S CHRISTMAS,6,10/31/2011 9:50,2.89,646,United Kingdom,2.0
573423,340,ANTIQUE SILVER T-LIGHT GLASS,72,10/31/2011 9:58,1.06,323,United Kingdom,24.0
573423,2363,WALL ART STOP FOR TEA ,3,10/31/2011 9:58,5.95,323,United Kingdom,24.0
573423,2418,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,10/31/2011 9:58,3.75,323,United Kingdom,24.0
573423,2433,BOTANICAL GARDENS WALL CLOCK ,1,10/31/2011 9:58,25.0,323,United Kingdom,24.0
573423,2442,TRADTIONAL ALPHABET STAMP SET,8,10/31/2011 9:58,4.95,323,United Kingdom,24.0
573423,2453,TRADITIONAL PICK UP STICKS GAME ,12,10/31/2011 9:58,1.25,323,United Kingdom,24.0
573423,20,JAM MAKING SET PRINTED,96,10/31/2011 9:58,1.25,323,United Kingdom,24.0
573452,75,HOT WATER BOTTLE TEA AND SYMPATHY,30,10/31/2011 10:45,5.1,271,United Kingdom,18.0
573452,1311,SET 2 PANTRY DESIGN TEA TOWELS,18,10/31/2011 10:45,3.28,271,United Kingdom,18.0
573452,1410,SET OF 4 PANTRY JELLY MOULDS,236,10/31/2011 10:45,1.43,271,United Kingdom,18.0
573452,194,ALARM CLOCK BAKELIKE PINK,160,10/31/2011 10:45,4.08,271,United Kingdom,18.0
573452,73,ALARM CLOCK BAKELIKE IVORY,136,10/31/2011 10:45,4.08,271,United Kingdom,18.0
573452,586,BAKING MOULD HEART MILK CHOCOLATE,28,10/31/2011 10:45,2.6,271,United Kingdom,18.0
573452,21,JAM MAKING SET WITH JARS,44,10/31/2011 10:45,4.6,271,United Kingdom,18.0
573452,1926,SET OF TEA COFFEE SUGAR TINS PANTRY,4,10/31/2011 10:45,1.71,271,United Kingdom,18.0
573483,340,ANTIQUE SILVER T-LIGHT GLASS,72,10/31/2011 11:32,1.06,447,United Kingdom,2.0
573483,55,ASSORTED COLOUR BIRD ORNAMENT,32,10/31/2011 11:32,1.69,447,United Kingdom,2.0
573483,1,WHITE HANGING HEART T-LIGHT HOLDER,32,10/31/2011 11:32,2.55,447,United Kingdom,2.0
573483,72,SMALL GLASS HEART TRINKET POT,24,10/31/2011 11:32,2.1,447,United Kingdom,2.0
573483,1839,RABBIT NIGHT LIGHT,24,10/31/2011 11:32,1.79,447,United Kingdom,2.0
573484,2473,PAINTED METAL STAR WITH HOLLY BELLS,24,10/31/2011 11:33,0.39,634,United Kingdom,2.0
573484,285,HEART FILIGREE DOVE LARGE,12,10/31/2011 11:33,1.65,634,United Kingdom,2.0
573484,125,HEART FILIGREE DOVE  SMALL,24,10/31/2011 11:33,1.25,634,United Kingdom,2.0
573484,2024,SMALL WHITE HEART OF WICKER,12,10/31/2011 11:33,1.65,634,United Kingdom,2.0
573484,539,CHRISTMAS TREE HEART DECORATION,36,10/31/2011 11:33,0.42,634,United Kingdom,2.0
573749,1596,RED FLOWER CROCHET FOOD COVER,6,11/1/2011 9:26,2.95,285,United Kingdom,18.0
573749,1587,FRYING PAN PINK POLKADOT,6,11/1/2011 9:26,3.75,285,United Kingdom,18.0
573749,1237,WHITE LOVEBIRD LANTERN,6,11/1/2011 9:26,2.55,285,United Kingdom,18.0
573749,12,RECYCLING BAG RETROSPOT ,12,11/1/2011 9:26,1.85,285,United Kingdom,18.0
573749,645,WOODEN CROQUET GARDEN SET,12,11/1/2011 9:26,12.75,285,United Kingdom,18.0
573749,473,SWEETHEART RECIPE BOOK STAND,6,11/1/2011 9:26,6.75,285,United Kingdom,18.0
573749,486,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,11/1/2011 9:26,1.25,285,United Kingdom,18.0
573749,213,SINGLE HEART ZINC T-LIGHT HOLDER,12,11/1/2011 9:26,1.04,285,United Kingdom,18.0
573749,243,HANGING HEART ZINC T-LIGHT HOLDER,12,11/1/2011 9:26,0.72,285,United Kingdom,18.0
573762,77,PAPER CHAIN KIT 50'S CHRISTMAS ,40,11/1/2011 9:56,2.55,134,United Kingdom,3.0
573762,2344,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,11/1/2011 9:56,0.79,134,United Kingdom,3.0
573762,2475,ANTIQUE HEART SHELF UNIT,2,11/1/2011 9:56,16.65,134,United Kingdom,3.0
573762,1839,RABBIT NIGHT LIGHT,18,11/1/2011 9:56,2.08,134,United Kingdom,3.0
573762,2418,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,11/1/2011 9:56,3.75,134,United Kingdom,3.0
573762,2479,SET 12 VINTAGE DOILY CHALK ,24,11/1/2011 9:56,0.42,134,United Kingdom,3.0
573762,2451,JUMBO BAG PAISLEY PARK,10,11/1/2011 9:56,2.08,134,United Kingdom,3.0
573762,2452,VINTAGE DOILY JUMBO BAG RED ,10,11/1/2011 9:56,2.08,134,United Kingdom,3.0
573762,2457,LUNCH BAG PAISLEY PARK  ,10,11/1/2011 9:56,1.65,134,United Kingdom,3.0
573762,28,JUMBO BAG RED RETROSPOT,10,11/1/2011 9:56,2.08,134,United Kingdom,3.0
573762,2026,JUMBO BAG 50'S CHRISTMAS ,20,11/1/2011 9:56,2.08,134,United Kingdom,3.0
573770,2418,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,11/1/2011 10:12,3.75,607,United Kingdom,3.0
573770,1939,BISCUIT TIN 50'S CHRISTMAS,6,11/1/2011 10:12,2.89,607,United Kingdom,3.0
573770,2216,6 GIFT TAGS 50'S CHRISTMAS ,12,11/1/2011 10:12,0.83,607,United Kingdom,3.0
573770,2169,6 GIFT TAGS VINTAGE CHRISTMAS ,12,11/1/2011 10:12,0.83,607,United Kingdom,3.0
573770,282,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,11/1/2011 10:12,0.85,607,United Kingdom,3.0
573770,2095,BISCUIT TIN VINTAGE CHRISTMAS,6,11/1/2011 10:12,2.89,607,United Kingdom,3.0
573770,2205,VINTAGE CHRISTMAS TABLECLOTH,2,11/1/2011 10:12,12.5,607,United Kingdom,3.0
573770,2150,SET/4 BADGES DOGS,10,11/1/2011 10:12,1.25,607,United Kingdom,3.0
573770,402,VINTAGE CREAM DOG FOOD CONTAINER,2,11/1/2011 10:12,8.5,607,United Kingdom,3.0
573770,2480,PINK SCOTTIE DOG W FLOWER PATTERN,6,11/1/2011 10:12,2.55,607,United Kingdom,3.0
573770,239,CINAMMON SET OF 9 T-LIGHTS,12,11/1/2011 10:12,0.85,607,United Kingdom,3.0
573770,2170,SET OF 12 T-LIGHTS VINTAGE DOILY,12,11/1/2011 10:12,1.95,607,United Kingdom,3.0
573775,55,ASSORTED COLOUR BIRD ORNAMENT,160,11/1/2011 10:30,1.45,347,United Kingdom,8.0
573775,1875,GARDENERS KNEELING PAD KEEP CALM ,48,11/1/2011 10:30,1.45,347,United Kingdom,8.0
573775,187,PINK HEART SHAPE EGG FRYING PAN,46,11/1/2011 10:30,1.25,347,United Kingdom,8.0
573775,293,SET/5 RED RETROSPOT LID GLASS BOWLS,32,11/1/2011 10:30,2.55,347,United Kingdom,8.0
573775,737,RED  HARMONICA IN BOX ,240,11/1/2011 10:30,1.06,347,United Kingdom,8.0
573775,403,60 CAKE CASES VINTAGE CHRISTMAS,120,11/1/2011 10:30,0.42,347,United Kingdom,8.0
573775,78,PAPER CHAIN KIT VINTAGE CHRISTMAS,80,11/1/2011 10:30,2.55,347,United Kingdom,8.0
573776,2267,LE JARDIN BOTANIQUE CUSHION COVER,4,11/1/2011 10:32,3.75,92,United Kingdom,29.0
573776,940,HANGING METAL HEART LANTERN,12,11/1/2011 10:32,1.65,92,United Kingdom,29.0
573776,867,CERAMIC CAKE STAND + HANGING CAKES,2,11/1/2011 10:32,9.95,92,United Kingdom,29.0
573776,2370,WALL ART BIG LOVE ,3,11/1/2011 10:32,6.95,92,United Kingdom,29.0
573778,406,GREEN REGENCY TEACUP AND SAUCER,24,11/1/2011 10:56,2.55,139,United Kingdom,8.0
573778,120,ROSES REGENCY TEACUP AND SAUCER ,24,11/1/2011 10:56,2.55,139,United Kingdom,8.0
573778,1296,PINK REGENCY TEACUP AND SAUCER,24,11/1/2011 10:56,2.55,139,United Kingdom,8.0
573778,1831,REGENCY TEA PLATE GREEN ,48,11/1/2011 10:56,1.45,139,United Kingdom,8.0
573778,1826,REGENCY TEA PLATE ROSES ,48,11/1/2011 10:56,1.45,139,United Kingdom,8.0
573778,1825,REGENCY TEA PLATE PINK,48,11/1/2011 10:56,1.45,139,United Kingdom,8.0
573778,5,RED WOOLLY HOTTIE WHITE HEART.,24,11/1/2011 10:56,3.75,139,United Kingdom,8.0
573778,4,KNITTED UNION FLAG HOT WATER BOTTLE,48,11/1/2011 10:56,3.75,139,United Kingdom,8.0
573778,389,CHOCOLATE HOT WATER BOTTLE,24,11/1/2011 10:56,4.25,139,United Kingdom,8.0
573778,108,GREY HEART HOT WATER BOTTLE,36,11/1/2011 10:56,3.75,139,United Kingdom,8.0
573778,62,RETROSPOT HEART HOT WATER BOTTLE,48,11/1/2011 10:56,4.25,139,United Kingdom,8.0
573778,71,CHICK GREY HOT WATER BOTTLE,36,11/1/2011 10:56,3.75,139,United Kingdom,8.0
573778,1292,LARGE CIRCULAR MIRROR MOBILE,18,11/1/2011 10:56,1.25,139,United Kingdom,8.0
573778,730,ENGLISH ROSE HOT WATER BOTTLE,24,11/1/2011 10:56,3.75,139,United Kingdom,8.0
573840,41,RED DINER WALL CLOCK,12,11/1/2011 11:38,7.65,699,United Kingdom,3.0
573840,2206,BOX OF 6 MINI VINTAGE CRACKERS,48,11/1/2011 11:38,2.08,699,United Kingdom,3.0
573840,1180,TROPICAL  HONEYCOMB PAPER GARLAND ,144,11/1/2011 11:38,2.1,699,United Kingdom,3.0
573840,842,WHITE BELL HONEYCOMB PAPER ,48,11/1/2011 11:38,1.45,699,United Kingdom,3.0
573840,813,MULTICOLOUR HONEYCOMB PAPER GARLAND,144,11/1/2011 11:38,1.45,699,United Kingdom,3.0
573846,1310,WHITE SOAP RACK WITH 2 BOTTLES,18,11/1/2011 11:39,4.65,699,United Kingdom,4.0
573846,2206,BOX OF 6 MINI VINTAGE CRACKERS,96,11/1/2011 11:39,2.08,699,United Kingdom,4.0
573846,1180,TROPICAL  HONEYCOMB PAPER GARLAND ,96,11/1/2011 11:39,2.1,699,United Kingdom,4.0
573846,813,MULTICOLOUR HONEYCOMB PAPER GARLAND,96,11/1/2011 11:39,1.45,699,United Kingdom,4.0
573846,764,SET OF 3 CAKE TINS PANTRY DESIGN ,64,11/1/2011 11:39,4.25,699,United Kingdom,4.0
573846,1836,CLASSIC CAFE SUGAR DISPENSER,72,11/1/2011 11:39,1.04,699,United Kingdom,4.0
573846,1926,SET OF TEA COFFEE SUGAR TINS PANTRY,48,11/1/2011 11:39,4.15,699,United Kingdom,4.0
573846,78,PAPER CHAIN KIT VINTAGE CHRISTMAS,80,11/1/2011 11:39,2.55,699,United Kingdom,4.0
573871,662,METAL 4 HOOK HANGER FRENCH CHATEAU,32,11/1/2011 12:34,2.75,341,United Kingdom,3.0
573871,528,PLACE SETTING WHITE HEART,24,11/1/2011 12:34,0.42,341,United Kingdom,3.0
573871,217,WICKER STAR ,60,11/1/2011 12:34,1.85,341,United Kingdom,3.0
573871,2051,WHITE WICKER STAR ,60,11/1/2011 12:34,1.85,341,United Kingdom,3.0
573871,473,SWEETHEART RECIPE BOOK STAND,4,11/1/2011 12:34,6.75,341,United Kingdom,3.0
573871,136,ROTATING SILVER ANGELS T-LIGHT HLDR,24,11/1/2011 12:34,2.55,341,United Kingdom,3.0
573871,340,ANTIQUE SILVER T-LIGHT GLASS,72,11/1/2011 12:34,1.06,341,United Kingdom,3.0
573871,638,PLACE SETTING WHITE STAR,24,11/1/2011 12:34,0.42,341,United Kingdom,3.0
573871,2473,PAINTED METAL STAR WITH HOLLY BELLS,24,11/1/2011 12:34,0.39,341,United Kingdom,3.0
573871,2417,CHRISTMAS HANGING STAR WITH BELL,48,11/1/2011 12:34,0.39,341,United Kingdom,3.0
573871,276,HANGING METAL STAR LANTERN,12,11/1/2011 12:34,1.65,341,United Kingdom,3.0
573871,1870,MUSICAL ZINC HEART DECORATION ,72,11/1/2011 12:34,0.29,341,United Kingdom,3.0
573871,2481,CHRISTMAS MUSICAL ZINC STAR,72,11/1/2011 12:34,0.29,341,United Kingdom,3.0
573871,644,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,11/1/2011 12:34,7.95,341,United Kingdom,3.0
573878,367,CHRISTMAS PUDDING TRINKET POT ,48,11/1/2011 13:20,0.39,137,United Kingdom,4.0
573878,431,HOT WATER BOTTLE I AM SO POORLY,4,11/1/2011 13:20,4.95,137,United Kingdom,4.0
573878,2222,LOVE HOT WATER BOTTLE,6,11/1/2011 13:20,5.95,137,United Kingdom,4.0
573878,231,WOODEN PICTURE FRAME WHITE FINISH,6,11/1/2011 13:20,2.95,137,United Kingdom,4.0
573878,232,WOODEN FRAME ANTIQUE WHITE ,6,11/1/2011 13:20,2.95,137,United Kingdom,4.0
573878,2220,HOT WATER BOTTLE KEEP CALM,8,11/1/2011 13:20,4.95,137,United Kingdom,4.0
573878,1594,SET OF 4 ENGLISH ROSE COASTERS,10,11/1/2011 13:20,1.25,137,United Kingdom,4.0
573878,383,VANILLA INCENSE IN TIN,36,11/1/2011 13:20,0.38,137,United Kingdom,4.0
573890,1828,REGENCY TEAPOT ROSES ,1,11/1/2011 13:49,9.95,76,United Kingdom,65.0
573890,1844,REGENCY SUGAR BOWL GREEN,1,11/1/2011 13:49,4.15,76,United Kingdom,65.0
573890,1827,REGENCY MILK JUG PINK ,1,11/1/2011 13:49,3.25,76,United Kingdom,65.0
573890,2457,LUNCH BAG PAISLEY PARK  ,1,11/1/2011 13:49,1.65,76,United Kingdom,65.0
573890,2484,COSY SLIPPER SHOES SMALL GREEN,1,11/1/2011 13:49,2.95,76,United Kingdom,65.0
573890,77,PAPER CHAIN KIT 50'S CHRISTMAS ,1,11/1/2011 13:49,2.95,76,United Kingdom,65.0
573890,1695,LUNCH BAG VINTAGE LEAF DESIGN,1,11/1/2011 13:49,1.65,76,United Kingdom,65.0
573890,543,STRAWBERRY SHOPPER BAG,1,11/1/2011 13:49,1.25,76,United Kingdom,65.0
573902,1854,PARISIENNE SEWING BOX,8,11/1/2011 14:51,10.4,81,United Kingdom,17.0
573902,2270,PHOTO FRAME LINEN AND LACE SMALL,6,11/1/2011 14:51,2.08,81,United Kingdom,17.0
573902,2405,PHOTO FRAME LINEN AND LACE LARGE,6,11/1/2011 14:51,3.75,81,United Kingdom,17.0
573902,229,WOOD 2 DRAWER CABINET WHITE FINISH,16,11/1/2011 14:51,5.95,81,United Kingdom,17.0
573902,230,3 DRAWER ANTIQUE WHITE WOOD CABINET,12,11/1/2011 14:51,8.15,81,United Kingdom,17.0
573906,1431,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,11/1/2011 15:12,0.42,180,United Kingdom,13.0
573906,231,WOODEN PICTURE FRAME WHITE FINISH,6,11/1/2011 15:12,2.95,180,United Kingdom,13.0
573906,385,JUMBO STORAGE BAG SUKI,10,11/1/2011 15:12,2.08,180,United Kingdom,13.0
573906,1811,JUMBO BAG VINTAGE DOILY ,10,11/1/2011 15:12,2.08,180,United Kingdom,13.0
573906,2451,JUMBO BAG PAISLEY PARK,10,11/1/2011 15:12,2.08,180,United Kingdom,13.0
573906,28,JUMBO BAG RED RETROSPOT,10,11/1/2011 15:12,2.08,180,United Kingdom,13.0
573906,2026,JUMBO BAG 50'S CHRISTMAS ,20,11/1/2011 15:12,2.08,180,United Kingdom,13.0
573906,786,JUMBO BAG STRAWBERRY,10,11/1/2011 15:12,2.08,180,United Kingdom,13.0
573906,423,CHARLOTTE BAG SUKI DESIGN,10,11/1/2011 15:12,0.85,180,United Kingdom,13.0
573906,2457,LUNCH BAG PAISLEY PARK  ,10,11/1/2011 15:12,1.65,180,United Kingdom,13.0
573908,2363,WALL ART STOP FOR TEA ,3,11/1/2011 15:19,5.95,189,United Kingdom,6.0
573908,2364,WALL ART CLASSIC PUDDINGS ,6,11/1/2011 15:19,8.25,189,United Kingdom,6.0
573908,1739,DOORMAT KEEP CALM AND COME IN,20,11/1/2011 15:19,7.08,189,United Kingdom,6.0
573908,448,SET OF 6 T-LIGHTS SNOWMEN,6,11/1/2011 15:19,2.95,189,United Kingdom,6.0
573908,29,CHILLI LIGHTS,4,11/1/2011 15:19,5.75,189,United Kingdom,6.0
573908,517,HOT BATHS METAL SIGN,12,11/1/2011 15:19,2.1,189,United Kingdom,6.0
573908,2372,WALL ART VILLAGE SHOW ,4,11/1/2011 15:19,5.95,189,United Kingdom,6.0
573908,2095,BISCUIT TIN VINTAGE CHRISTMAS,6,11/1/2011 15:19,2.89,189,United Kingdom,6.0
573908,77,PAPER CHAIN KIT 50'S CHRISTMAS ,6,11/1/2011 15:19,2.95,189,United Kingdom,6.0
573908,2026,JUMBO BAG 50'S CHRISTMAS ,10,11/1/2011 15:19,2.08,189,United Kingdom,6.0
573910,582,SPACEBOY LUNCH BOX ,12,11/1/2011 15:34,1.95,552,United Kingdom,4.0
573910,1875,GARDENERS KNEELING PAD KEEP CALM ,48,11/1/2011 15:34,1.45,552,United Kingdom,4.0
573910,1877,GARDENERS KNEELING PAD CUP OF TEA ,48,11/1/2011 15:34,1.45,552,United Kingdom,4.0
573910,764,SET OF 3 CAKE TINS PANTRY DESIGN ,16,11/1/2011 15:34,4.25,552,United Kingdom,4.0
573910,1927,SET OF 3 REGENCY CAKE TINS,16,11/1/2011 15:34,4.15,552,United Kingdom,4.0
573910,807,CIRCUS PARADE LUNCH BOX ,12,11/1/2011 15:34,1.95,552,United Kingdom,4.0
573910,1794,SPOTTY BUNTING,6,11/1/2011 15:34,4.95,552,United Kingdom,4.0
573910,809,POPCORN HOLDER,100,11/1/2011 15:34,0.72,552,United Kingdom,4.0
573911,1296,PINK REGENCY TEACUP AND SAUCER,24,11/1/2011 15:40,2.55,248,United Kingdom,20.0
573911,719,GREEN GOOSE FEATHER CHRISTMAS TREE ,1,11/1/2011 15:40,2.95,248,United Kingdom,20.0
573911,1825,REGENCY TEA PLATE PINK,6,11/1/2011 15:40,1.65,248,United Kingdom,20.0
573911,1831,REGENCY TEA PLATE GREEN ,6,11/1/2011 15:40,1.65,248,United Kingdom,20.0
573911,96,36 PENCILS TUBE RED RETROSPOT,6,11/1/2011 15:40,1.25,248,United Kingdom,20.0
573911,243,HANGING HEART ZINC T-LIGHT HOLDER,5,11/1/2011 15:40,0.85,248,United Kingdom,20.0
573911,692,36 PENCILS TUBE SKULLS,16,11/1/2011 15:40,1.25,248,United Kingdom,20.0
573911,213,SINGLE HEART ZINC T-LIGHT HOLDER,6,11/1/2011 15:40,1.25,248,United Kingdom,20.0
573911,114,SET OF 2 WOODEN MARKET CRATES,1,11/1/2011 15:40,12.75,248,United Kingdom,20.0
573911,871,EMPIRE GIFT WRAP,25,11/1/2011 15:40,0.42,248,United Kingdom,20.0
573911,1875,GARDENERS KNEELING PAD KEEP CALM ,24,11/1/2011 15:40,1.65,248,United Kingdom,20.0
573928,384,JUMBO BAG PINK POLKADOT,100,11/2/2011 10:07,1.79,73,United Kingdom,24.0
